
FixedChunking,70,15,0.1164,24,doc.docx,0.7947368025779724,"Retrieval-Augmented Generation (RAG) Dentro del campo del Procesamiento de Lenguaje Natural encontramos, entre otras técnicas, RAG, que es una técnica avanzada en este contexto. Se basa en combinar la información de fuentes de datos con la generación de texto. Combina un modelo de recuperación diseñado para buscar gran-des sets de datos con un modelo de lenguaje, que toma esa información y genera una respuesta.",1,Que utilidad tiene el Retrieval-Augmented Generation
FixedChunking,70,15,0.0206,24,doc.docx,0.4684024453163147,"[16] Las respuestas suelen ser más precisas contextualmente, ya que han sido moldeadas por la in-formación de recuperación. Esto resulta especialmente importante en contextos donde los datos que hay en internet son escasos. Figura 2.5: Diagrama funcionamiento RAG básico En la figura 2.5 se presenta un esquema en el que se puede ver el flujo que sigue un sistema RAG.",2,Que son los chunks en un proceso RAG
FixedChunking,70,15,0.0254,24,doc.docx,0.5182645916938782,"[16] Las respuestas suelen ser más precisas contextualmente, ya que han sido moldeadas por la in-formación de recuperación. Esto resulta especialmente importante en contextos donde los datos que hay en internet son escasos. Figura 2.5: Diagrama funcionamiento RAG básico En la figura 2.5 se presenta un esquema en el que se puede ver el flujo que sigue un sistema RAG.",3,Cuales son las etapas del proceso RAG
FixedChunking,70,15,0.0717,24,doc.docx,6.663972496986389,"[16] Figura 2.4: Jerarquía de los distintos campos expuestos Funcionamiento Retrieval-Augmented Generation utiliza modelos de lenguaje avanzados y técnicas de IA para lle-var a cabo el proceso mencionado, que se divide en las siguientes etapas: Recuperación de información: esta etapa comienza con la consulta por parte del usuario sobre algún aspecto determinado de la base de datos que se desea analizar.",1,Que utilidad tiene el Retrieval-Augmented Generation
FixedChunking,70,15,0.0201,24,doc.docx,3.253233391046524,"En esta se realiza el proceso de división de los grandes documentos en partes más pequeñas (que reciben el nombre de chunks ) de forma que se puedan manejar de una mejor manera. En este bloque, además de los módulos ya mencionados, se encuentran los modelos de embed-ding .",2,Que son los chunks en un proceso RAG
FixedChunking,70,15,0.0197,24,doc.docx,4.333300590515137,"En la figura 2.6 se presenta un esquema que describe el proceso que ocurre en el bloque de proce-samiento de los documentos, comentado anteriormente: Figura 2.6: Esquema carga en base de datos vectorial Aplicaciones Existen varios campos en los que podemos ver la utilidad de Retrieval-Augmented Generation [16], como pueden ser: Sistemas Question-Answer: RAG es capaz de mejorar la calidad de las respuestas en este tipo de sistemas, sobre todo en ámbitos en los que es necesario que se responda con mucha precisión.",3,Cuales son las etapas del proceso RAG
FixedChunking,70,15,0.3803,24,doc.docx,0.7947368025779724,"Retrieval-Augmented Generation (RAG) Dentro del campo del Procesamiento de Lenguaje Natural encontramos, entre otras técnicas, RAG, que es una técnica avanzada en este contexto. Se basa en combinar la información de fuentes de datos con la generación de texto. Combina un modelo de recuperación diseñado para buscar gran-des sets de datos con un modelo de lenguaje, que toma esa información y genera una respuesta.",1,Que utilidad tiene el Retrieval-Augmented Generation
FixedChunking,70,15,0.175,24,doc.docx,0.4684024453163147,"[16] Las respuestas suelen ser más precisas contextualmente, ya que han sido moldeadas por la in-formación de recuperación. Esto resulta especialmente importante en contextos donde los datos que hay en internet son escasos. Figura 2.5: Diagrama funcionamiento RAG básico En la figura 2.5 se presenta un esquema en el que se puede ver el flujo que sigue un sistema RAG.",2,Que son los chunks en un proceso RAG
FixedChunking,70,15,0.074,24,doc.docx,0.5182645916938782,"[16] Las respuestas suelen ser más precisas contextualmente, ya que han sido moldeadas por la in-formación de recuperación. Esto resulta especialmente importante en contextos donde los datos que hay en internet son escasos. Figura 2.5: Diagrama funcionamiento RAG básico En la figura 2.5 se presenta un esquema en el que se puede ver el flujo que sigue un sistema RAG.",3,Cuales son las etapas del proceso RAG
FixedChunking,100,15,0.2112,16,doc.docx,0.7224618196487427,"Asistentes Virtuales: esta técnica facilita la generación de respuestas en aplicaciones como chat-bots, ayudando a que estas sean más informativas y claras. Síntesis de información: Retrieval-Augmented Generation puede ser utilizado para unir infor-mación proveniente de diferentes fuentes o de bases de datos muy grandes de manera que sea más fácil que el usuario pueda acceder a información más especifica. Beneficios Esta técnica tiene varios beneficios sobre los modelos de lenguaje que funcionan de forma aislada.",1,"Sistemas Question-Answer:, Asistentes Virtuales y Sintesis de informacion"
FixedChunking,100,15,0.0273,16,doc.docx,0.48326167464256287,"Además, este bloque también cuenta con document loaders , con los cuales se lleva a cabo el pro-ceso de carga inicial de los documentos que se tienen como fuente de información de manera que estén en un formato adecuado y etiquetados de forma correcta. Por otro lado, se realiza un procesado de esos datos recogidos en la etapa de chunking . En esta se realiza el proceso de división de los grandes documentos en partes más pequeñas (que reciben el nombre de chunks ) de forma que se puedan manejar de una mejor manera.",2,Que son los chunks en un proceso RAG
FixedChunking,100,15,0.0269,16,doc.docx,0.4215811789035797,"Figura 2.5: Diagrama funcionamiento RAG básico En la figura 2.5 se presenta un esquema en el que se puede ver el flujo que sigue un sistema RAG. En primer lugar encontramos el bloque de procesamiento de documentos, que cuenta con la base de datos en la que se almacenan los documentos indexados para proporcionar información y contexto al modelo.",3,Cuales son las etapas del proceso RAG
FixedChunking,100,15,0.0827,16,doc.docx,0.7224618196487427,"Asistentes Virtuales: esta técnica facilita la generación de respuestas en aplicaciones como chat-bots, ayudando a que estas sean más informativas y claras. Síntesis de información: Retrieval-Augmented Generation puede ser utilizado para unir infor-mación proveniente de diferentes fuentes o de bases de datos muy grandes de manera que sea más fácil que el usuario pueda acceder a información más especifica. Beneficios Esta técnica tiene varios beneficios sobre los modelos de lenguaje que funcionan de forma aislada.",1,"Sistemas Question-Answer:, Asistentes Virtuales y Sintesis de informacion"
FixedChunking,100,15,0.021,16,doc.docx,0.48326167464256287,"Además, este bloque también cuenta con document loaders , con los cuales se lleva a cabo el pro-ceso de carga inicial de los documentos que se tienen como fuente de información de manera que estén en un formato adecuado y etiquetados de forma correcta. Por otro lado, se realiza un procesado de esos datos recogidos en la etapa de chunking . En esta se realiza el proceso de división de los grandes documentos en partes más pequeñas (que reciben el nombre de chunks ) de forma que se puedan manejar de una mejor manera.",2,Que son los chunks en un proceso RAG
FixedChunking,100,15,0.024,16,doc.docx,0.4215811789035797,"Figura 2.5: Diagrama funcionamiento RAG básico En la figura 2.5 se presenta un esquema en el que se puede ver el flujo que sigue un sistema RAG. En primer lugar encontramos el bloque de procesamiento de documentos, que cuenta con la base de datos en la que se almacenan los documentos indexados para proporcionar información y contexto al modelo.",3,Cuales son las etapas del proceso RAG
